1,Bitcoin,BTC,None,40869.55,18777381 BTC,35185031016.54,-0.19,2.82,2.15
2,Ethereum,ETH,None,2827.33,116985743 ETH,31057928075.39,0.53,3.77,18.75
3,Tether,USDT,None,1.00,62000121094 USDT *,67359787062.25,0.00,0.00,-0.02
4,Binance Coin,BNB,None,337.87,168137036 BNB *,1551187442.00,0.11,0.88,6.67
5,Cardano,ADA,None,1.39,32081177102 ADA,1722512650.30,-0.37,0.70,7.95
6,XRP,XRP,None,0.7332,46363275151 XRP *,2387435274.52,-0.48,0.36,-1.99
7,USD Coin,USDC,None,0.9996,27608654331 USDC *,3178159134.82,0.00,-0.05,-0.06
8,Dogecoin,DOGE,None,0.201,130730434418 DOGE,1139204753.77,-0.11,-0.26,-1.78
9,Polkadot,DOT,None,19.13,981156747 DOT *,1640748887.18,-0.18,-0.16,25.57
10,Uniswap,UNI,None,25.44,587386874 UNI *,701727726.11,1.14,8.14,30.18
11,Binance USD,BUSD,None,0.9998,11966512838 BUSD *,5853112561.16,-0.01,-0.04,-0.03
12,Chainlink,LINK,None,24.05,443009554 LINK *,1221315371.51,-0.04,-0.57,24.32
13,Bitcoin Cash,BCH,None,548.60,18809338 BCH,2062386764.89,-0.06,0.48,1.91
14,Solana,SOL,None,37.36,272637428 SOL *,595137193.11,-0.13,4.45,19.42
15,Litecoin,LTC,None,143.44,66752615 LTC,1601656841.99,-0.38,0.57,1.50
16,Wrapped Bitcoin,WBTC,None,40895.67,194123 WBTC *,410573159.58,-0.04,2.74,2.13
17,THETA,THETA,None,7.09,1000000000 THETA *,591007996.53,3.23,16.77,17.48
18,Polygon,MATIC,None,1.06,6434735794 MATIC *,621282688.73,0.34,1.16,3.83
19,Ethereum Classic,ETC,None,52.46,128775877 ETC,2298437228.47,-0.23,1.65,6.53
20,Stellar,XLM,None,0.2804,23421507431 XLM *,586814221.90,-0.34,0.02,2.98
21,Terra,LUNA,None,14.55,414921489 LUNA *,538729732.97,0.23,0.29,31.79
22,VeChain,VET,None,0.09082,64315576989 VET *,675638533.50,-0.42,2.72,10.14
23,Internet Computer,ICP,None,41.99,136899214 ICP *,211653575.04,1.00,6.82,1.90
24,Dai,DAI,None,1.00,5701120766 DAI *,581953866.30,-0.03,-0.03,-0.11
25,Filecoin,FIL,None,57.84,94385808 FIL,431485997.35,-0.54,2.46,17.16
26,TRON,TRX,None,0.07013,71659657369 TRX *,1224102604.45,-0.05,4.07,13.54
27,Aave,AAVE,None,373.05,12933482 AAVE *,740385866.88,0.66,10.11,19.80
